package_name,installed_version,architecture,latest_version
python-argcomplete,1.0.0-1,all,1.8.1-1
python-argh,0.26.1-1.2,all,0.26.2-1
python-attr,16.0.0-1,all,16.3.0-1
python-backports-abc,0.4-2,all,0.5-1
python-bs4,4.5.1-1,all,4.5.3-1
python-bson,3.2-1+b1,amd64,3.4.0-1
python-bson-ext,3.2-1+b1,amd64,3.4.0-1
python-cairo,1.8.8-2,amd64,1.8.8-2.1
python-capstone,3.0.4-0.2,amd64,3.0.4-1
python-cffi,1.7.0-1,all,1.9.1-2
python-cffi-backend,1.7.0-1,amd64,1.9.1-2
python-cheetah,2.4.4-3,amd64,2.4.4-4
python-concurrent.futures,3.0.5-2,all,3.0.5-3
python-configargparse,0.10.0-2,all,0.11.0-1
python-crypto,2.6.1-6+b1,amd64,2.6.1-7
python-cryptography,1.5-1,amd64,1.7.1-2
python-dateutil,2.4.2-1,all,2.5.3-2
python-debian,0.1.29,all,0.1.30
python-decorator,4.0.6-1,all,4.0.11-1
python-dev,2.7.11-2,amd64,2.7.13-2
python-dicttoxml,1.6.6-0kali1,all,1.7.4-1
python-distlib,0.2.3-1,all,0.2.4-1
python-distorm3,3.3.4-1,all,3.3.4-2
python-dnspython,1.14.0-3,all,1.15.0-1
python-docutils,0.12+dfsg-1,all,0.13.1+dfsg-2
python-elixir,0.7.1-3,all,0.7.1-4
python-flask,0.11.1-1,all,0.12-1
python-funcsigs,0.4-2,all,1.0.2-3
python-future,0.15.2-3,all,0.15.2-4
python-gevent,1.1.1-2,amd64,1.1.2-1
python-gi,3.20.1-1,amd64,3.22.0-2
python-git,2.0.5-1,all,2.1.0-1
python-gitdb,0.6.4-3+b1,amd64,2.0.0-2
python-glade2,2.24.0-5,amd64,2.24.0-5.1
python-gobject,3.20.1-1,all,3.22.0-2
python-greenlet,0.4.10-1,amd64,0.4.11-1
python-gridfs,3.2-1,all,3.4.0-1
python-gtk2,2.24.0-5,amd64,2.24.0-5.1
python-gtksourceview2,2.10.1-2,amd64,2.10.1-3
python-h2,2.1.1-0kali1,all,2.4.1-1
python-html2text,2016.5.29-1,all,2016.9.19-1
python-html5lib,0.999-4,all,0.999999999-1
python-httplib2,0.9.1+dfsg-1,all,0.9.2+dfsg-1
python-hyperframe,3.2.0-0kali2,all,4.0.1-0kali1
python-idna,2.1-1,all,2.2-1
python-imaging,3.3.0-1,all,4.0.0-4
python-impacket,0.9.13-0kali1,all,0.9.15-1
python-ipaddress,1.0.16-1,all,1.0.17-1
python-jwt,1.4.1-1,all,1.4.2-1
python-ldb,2:1.1.26-1,amd64,2:1.1.27-1
python-libxml2,2.9.4+dfsg1-1+b1,amd64,2.9.4+dfsg1-2.2
python-libxslt1,1.1.29-1,amd64,1.1.29-2
python-lxml,3.6.4-1,amd64,3.7.1-1
python-m2crypto,0.24.0-1,amd64,0.24.0-1.1
python-magic,1:5.28-4,all,1:5.29-3
python-mako,1.0.4+ds1-1,all,1.0.6+ds1-1
python-markdown,2.6.6-1,all,2.6.8-1
python-markupsafe,0.23-2+b2,amd64,0.23-3
python-matplotlib,1.5.2~rc2-1,amd64,2.0.0-3
python-matplotlib-data,1.5.2~rc2-1,all,2.0.0-3
python-metaconfig,0.1.4a1-3,all,0.1.4a1-4
python-minimal,2.7.11-2,amd64,2.7.13-2
python-mock,1.3.0-2.1,all,2.0.0-3
python-mysqldb,1.3.7-1+b1,amd64,1.3.7-1.1
python-netaddr,0.7.18-1,all,0.7.18-2
python-numpy,1:1.11.1~rc1-1,amd64,1:1.12.0-2
python-oauthlib,1.1.2-1,all,2.0.1-1
python-openssl,16.0.0-2,all,16.2.0-1
python-passlib,1.6.5-4,all,1.7.0-1
python-pbr,1.8.0-4.1,all,1.10.0-1
python-pexpect,4.2.0-1,all,4.2.1-1
python-phply,0.9.1-4,all,1.0.0-1
python-pil,3.3.0-1,amd64,4.0.0-4
python-pil.imagetk,3.3.0-1,amd64,4.0.0-4
python-pip,9.0.1-1,all,9.0.1-2
python-pip-whl,9.0.1-1,all,9.0.1-2
python-pkg-resources,26.1.1-1,all,33.1.1-1
python-ply,3.7-1,all,3.9-1
python-psutil,4.2.0-1,amd64,5.0.1-1
python-py,1.4.31-2,all,1.4.32-3
python-pyasn1,0.1.9-1,all,0.1.9-2
python-pyatspi,2.20.2+dfsg-2,all,2.20.3+dfsg-1
python-pybloomfiltermmap,0.3.15-0.1,amd64,0.3.15-0.1+b1
python-pycparser,2.14+dfsg-2,all,2.17-2
python-pycryptopp,0.6.0.20120313-1+b2,amd64,0.7.1-1
python-pycurl,7.43.0-1,amd64,7.43.0-2
python-pyexiv2,0.3.2-8+b2,amd64,0.3.2-8+b3
python-pygments,2.1.3+dfsg-1,all,2.2.0+dfsg-1
python-pygraphviz,1.3.1-1,amd64,1.4~rc1-1
python-pymongo,3.2-1+b1,amd64,3.4.0-1
python-pymongo-ext,3.2-1+b1,amd64,3.4.0-1
python-pyparsing,2.1.8+dfsg1-1,all,2.1.10+dfsg1-1
python-pypdf2,1.26.0-1kali1,all,1.26.0-2
python-pyqtgraph,0.9.10-5,all,0.10.0-1
python-pyregfi,1.0.1+svn287-0kali1,all,1.0.1+svn287-6
python-pysimplesoap,1.16-1,all,1.16-2
python-pytest,2.9.2-3,all,3.0.6-1
python-qscintilla2,2.9.3+dfsg-3,amd64,2.9.3+dfsg-4
python-qt4,4.11.4+dfsg-2kali1,amd64,4.11.4+dfsg-2kali2
python-qt4-gl,4.11.4+dfsg-2kali1,amd64,4.11.4+dfsg-2kali2
python-qt4-phonon,4.11.4+dfsg-2kali1,amd64,4.11.4+dfsg-2kali2
python-requests,2.10.0-2,all,2.12.4-1
python-requests-oauthlib,0.4.0-1,all,0.7.0-0.1
python-rtlsdr,0.1.1+git20130829-1kali1,all,0.2.4-0kali1
python-samba,2:4.4.5+dfsg-2,amd64,2:4.5.4+dfsg-1
python-scapy,2.3.2-0.1,all,2.3.3-1
python-scipy,0.18.0-1,amd64,0.18.1-2
python-serial,3.1-2,all,3.2.1-1
python-setuptools,26.1.1-1,all,33.1.1-1
python-simplejson,3.8.2-2,amd64,3.10.0-1
python-smbc,1.0.15.5-1+b1,amd64,1.0.15.6-1
python-smmap,0.9.0-3,all,2.0.1-1
python-socks,1.5.7+dfsg1-1,all,1.6.5-1
python-sqlalchemy,1.0.14+ds1-1,all,1.0.15+ds1-1
python-sqlalchemy-ext,1.0.14+ds1-1,amd64,1.0.15+ds1-1
python-svn,1.8.0-2,amd64,1.9.4-2
python-talloc,2.1.7-1,amd64,2.1.8-1
python-tblib,1.3.0-1,all,1.3.0-2
python-tdb,1.3.9-1,amd64,1.3.11-2
python-tidylib,0.2.4~dfsg-2,all,0.3.2~dfsg-1
python-tk,2.7.11-2,amd64,2.7.13-1
python-tornado,4.4.1-2,amd64,4.4.2-1
python-twisted,16.3.0-1,all,16.6.0-2
python-twisted-bin,16.3.0-1,amd64,16.6.0-2
python-twisted-conch,1:16.3.0-1,all,1:16.6.0-2
python-twisted-core,16.3.0-1,all,16.6.0-2
python-twisted-mail,16.3.0-1,all,16.6.0-2
python-twisted-names,16.3.0-1,all,16.6.0-2
python-twisted-news,16.3.0-1,all,16.6.0-2
python-twisted-runner,16.3.0-1,amd64,16.6.0-2
python-twisted-web,16.3.0-1,all,16.6.0-2
python-twisted-words,16.3.0-1,all,16.6.0-2
python-tz,2015.7+dfsg-0.1,all,2016.7-0.2
python-urllib3,1.15.1-2,all,1.19.1-1
python-werkzeug,0.11.10+dfsg1-2,all,0.11.15+dfsg1-1
python-wheel,0.29.0-1,all,0.29.0-2
python-xlsxwriter,0.7.3-1,all,0.9.6-0.1
python-yaml,3.11-3+b1,amd64,3.12-1
python-yara,3.5.0+dfsg-2,amd64,3.5.0+dfsg-4
python-zeitgeist,0.9.16-0.1,all,0.9.16-0.2
python-zmq,15.2.0-1,amd64,16.0.2-2
python-zope.interface,4.2.0-2,amd64,4.3.2-1
python2.7,2.7.12-2,amd64,2.7.13-2
python2.7-dev,2.7.12-2,amd64,2.7.13-2
python2.7-minimal,2.7.12-2,amd64,2.7.13-2
python3,3.5.1-4,amd64,3.5.3-1
python3-apt,1.1.0~beta4,amd64,1.4.0~beta2
python3-binwalk,2.1.1-9,all,2.1.1-16
python3-brlapi,5.3.1-3+b1,amd64,5.4-6
python3-dateutil,2.4.2-1,all,2.5.3-2
python3-debian,0.1.29,all,0.1.30
python3-decorator,4.0.6-1,all,4.0.11-1
python3-gi,3.20.1-1,amd64,3.22.0-2
python3-gi-cairo,3.20.1-1,amd64,3.22.0-2
python3-louis,2.6.5-1,all,3.0.0-3
python3-matplotlib,1.5.2~rc2-1,amd64,2.0.0-3
python3-minimal,3.5.1-4,amd64,3.5.3-1
python3-numpy,1:1.11.1~rc1-1,amd64,1:1.12.0-2
python3-pil,3.3.0-1,amd64,4.0.0-4
python3-pkg-resources,26.1.1-1,all,33.1.1-1
python3-pyasn1,0.1.9-1,all,0.1.9-2
python3-pyatspi,2.20.2+dfsg-2,all,2.20.3+dfsg-1
python3-pyparsing,2.1.8+dfsg1-1,all,2.1.10+dfsg1-1
python3-pyqt4,4.11.4+dfsg-2kali1,amd64,4.11.4+dfsg-2kali2
python3-pyqtgraph,0.9.10-5,all,0.10.0-1
python3-requests,2.10.0-2,all,2.12.4-1
python3-scipy,0.18.0-1,amd64,0.18.1-2
python3-serial,3.1-2,all,3.2.1-1
python3-smbc,1.0.15.5-1+b1,amd64,1.0.15.6-1
python3-speechd,0.8.4-2,all,0.8.6-3
python3-tk,3.5.1-1,amd64,3.5.3-1
python3-tz,2015.7+dfsg-0.1,all,2016.7-0.2
python3-urllib3,1.15.1-2,all,1.19.1-1
python3.5,3.5.2-3,amd64,3.5.3-1
python3.5-minimal,3.5.2-3,amd64,3.5.3-1
qdbus,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
qt-at-spi,0.4.0-4,amd64,0.4.0-5
qt4-linguist-tools,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
qt4-qmake,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
qtchooser,58-gfab25f1-1,amd64,63-g13a3d08-1
qtcore4-l10n,4:4.8.7+dfsg-8,all,4:4.8.7+dfsg-11
qttranslations5-l10n,5.6.1-2,all,5.7.1~20161021-1
radare2,0.9.9-0kali1+b1,amd64,1.1.0+dfsg-1
rdesktop,1.8.3-1+b1,amd64,1.8.3-2+b1
readline-common,6.3-8,all,7.0-2
recon-ng,4.8.1-0kali1,all,4.8.4-0kali1
recoverjpeg,2.6-1,amd64,2.6.1-1
redis-server,2:3.2.3-1,amd64,3:3.2.6-1
redis-tools,2:3.2.3-1,amd64,3:3.2.6-1
redsocks,0.4+dfsg-3,amd64,0.5-1
reglookup,1.0.1+svn287-0kali1,amd64,1.0.1+svn287-6
reglookup-doc,1.0.1+svn287-0kali1,all,1.0.1+svn287-6
reportbug,6.6.6,all,7.1.4
responder,2.3.0-0kali3,all,2.3.3.3-0kali1
ri,1:2.3.0+4,all,1:2.3.3
rifiuti2,0.6.1-3,amd64,0.6.1-5
rsh-client,0.17-15,amd64,0.17-17
rsync,3.1.1-3,amd64,3.1.2-1
rsyslog,8.16.0-1+b3,amd64,8.24.0-1
rtl-sdr,0.5.3-10,amd64,0.5.3-11
ruby-bundler,1.12.5-3,all,1.13.6-2
ruby-celluloid-io,0.16.2-2,all,0.16.2-5
ruby-dataobjects-mysql,0.10.16-1+b3,amd64,0.10.16-2
ruby-dev,1:2.3.0+4,amd64,1:2.3.3
ruby-docile,1.1.5-1,all,1.1.5-2
ruby-eventmachine,1.0.7-3+b5,amd64,1.0.7-4
ruby-full,1:2.3.0+4,all,1:2.3.3
ruby-http,1.0.2-3,all,1.0.2-4
ruby-json,2.0.1+dfsg-2,amd64,2.0.1+dfsg-3
ruby-mime,0.4.3-2,all,0.4.3-3
ruby-mini-exiftool,2.7.2-1,all,2.8.0-1
ruby-molinillo,0.5.0-1,all,0.5.0-2
ruby-nokogiri,1.6.8-2,amd64,1.6.8.1-1
ruby-oj,2.17.3-1,amd64,2.17.4-1
ruby-rspec-expectations,3.4.0c3e0m1s1-1,all,3.5.0c3e0m0s0-1
ruby-rspec-support,3.4.0c3e0m1s1-1,all,3.5.0c3e0m0s0-1
ruby-sinatra,1.4.7-4,all,1.4.7-5
ruby-spider,0.4.4-2,all,0.5.0-2
ruby-terminal-table,1.4.5-1kali1+build1,all,1.6.0-0kali1
ruby-thor,0.19.1-2,all,0.19.1-3
ruby-typhoeus,1.0.2-1,all,1.1.0-1
ruby-uglifier,2.7.2+dfsg-1,all,2.7.2+dfsg-2
ruby-zip,1.1.7-1kali1,amd64,1.2.0-1
ruby2.3,2.3.1-5,amd64,2.3.3-1
ruby2.3-dev,2.3.1-5,amd64,2.3.3-1
ruby2.3-doc,2.3.1-5,all,2.3.3-1
ruby2.3-tcltk,2.3.1-5,amd64,2.3.3-1
rubygems-integration,1.10,all,1.11
rygel,0.30.3-1,amd64,0.32.1-2
safecopy,1.7-1,amd64,1.7-2
samba,2:4.4.5+dfsg-2,amd64,2:4.5.4+dfsg-1
samba-common,2:4.4.5+dfsg-2,all,2:4.5.4+dfsg-1
samba-common-bin,2:4.4.5+dfsg-2,amd64,2:4.5.4+dfsg-1
samba-dsdb-modules,2:4.4.5+dfsg-2,amd64,2:4.5.4+dfsg-1
samba-libs,2:4.4.5+dfsg-2,amd64,2:4.5.4+dfsg-1
samba-vfs-modules,2:4.4.5+dfsg-2,amd64,2:4.5.4+dfsg-1
samdump2,3.0.0-3+b1,amd64,3.0.0-6
sane-utils,1.0.25-2+b1,amd64,1.0.25-3
scalpel,1.60-3,amd64,1.60-4
screen,4.4.0-4,amd64,4.5.0-3
scrounge-ntfs,0.9-7,amd64,0.9-8
sed,4.2.2-7.1,amd64,4.4-1
set,7.3.12-0kali1,all,7.5-0kali1
sgml-base,1.28,all,1.29
shared-mime-info,1.6-1,amd64,1.8-1
siege,4.0.2-1,amd64,4.0.2-1.1+b1
sipcrack,0.2-2+b2,amd64,0.2-2+b3
sleuthkit,4.2.0-3,amd64,4.4.0-2
smali,2.1.3-0kali1,all,2.2b4-0kali1
smbclient,2:4.4.5+dfsg-2,amd64,2:4.5.4+dfsg-1
smitools,0.4.8+dfsg2-12,amd64,0.4.8+dfsg2-15
socat,1.7.3.1-1,amd64,1.7.3.1-2
sparta,1.0.1+git20150729-0kali1,all,1.0.1+git20150729-0kali3
spectools,201108r1-7,amd64,201601r1-1
speech-dispatcher,0.8.4-2,amd64,0.8.6-3
speech-dispatcher-audio-plugins,0.8.4-2,amd64,0.8.6-3
sqlite3,3.14.1-1,amd64,3.16.2-2
sqlitebrowser,3.8.0-1,amd64,3.9.1-2
sqlmap,1.0.8-2,all,1.1.2-1
sqsh,2.1.7-4,amd64,2.1.7-4+b1
ssldump,0.9b3-5,amd64,0.9b3-6
sslscan,1.11.7-rbsec-kali1,amd64,1.11.8-rbsec-0kali1
sslsniff,0.8-4.2+b3,amd64,0.8-6
sslsplit,0.4.11+dfsg-2,amd64,0.5.0+dfsg-2
statsprocessor,0.11-2,amd64,0.11-3
stunnel4,3:5.35-1,amd64,3:5.39-2
subversion,1.9.4-2,amd64,1.9.5-1
sucrack,1.2.3-2,amd64,1.2.3-4
sudo,1.8.17p1-2,amd64,1.8.19p1-1
swaks,20130209.0-5,all,20170101.0-1
swig,3.0.7-2.1,amd64,3.0.10-1.1
swig3.0,3.0.7-2.1,amd64,3.0.10-1.1
sysstat,11.3.5-1,amd64,11.4.1-1
systemd,231-4,amd64,232-15
systemd-sysv,231-4,amd64,232-15
t50,5.6.6-1,amd64,5.6.8-1
tar,1.29b-1,amd64,1.29b-1.1
tasksel,3.35,all,3.39
tasksel-data,3.35,all,3.39
tcpd,7.6.q-25,amd64,7.6.q-26
tcpdump,4.7.4-2,amd64,4.9.0-1
tcpflow,1.4.5+repack1-2,amd64,1.4.5+repack1-3+b1
tcpick,0.2.1-6.1,amd64,0.2.1-7
tdb-tools,1.3.9-1,amd64,1.3.11-2
telepathy-gabble,0.18.3-2+b1,amd64,0.18.3-3
telepathy-haze,0.8.0-2,amd64,0.8.0-2.1
telepathy-logger,0.8.2-1,amd64,0.8.2-2
telepathy-mission-control-5,1:5.16.3-2,amd64,1:5.16.3-2.1
telepathy-salut,0.8.1-5+b1,amd64,0.8.1-5.1
telnet,0.17-40+b1,amd64,0.17-41
tesseract-ocr,3.04.01-4+b1,amd64,3.04.01-5
testdisk,7.0-1+b1,amd64,7.0-3
tex-common,6.05,all,6.06
texlive-base,2016.20160819-2,all,2016.20170123-2
texlive-binaries,2016.20160513.41080-6,amd64,2016.20160513.41080.dfsg-1
texlive-extra-utils,2016.20160819-1,all,2016.20170123-2
texlive-font-utils,2016.20160819-1,all,2016.20170123-2
texlive-fonts-recommended,2016.20160819-2,all,2016.20170123-2
texlive-fonts-recommended-doc,2016.20160819-2,all,2016.20170123-2
texlive-generic-recommended,2016.20160819-2,all,2016.20170123-2
texlive-latex-base,2016.20160819-2,all,2016.20170123-2
texlive-latex-base-doc,2016.20160819-2,all,2016.20170123-2
texlive-latex-extra,2016.20160819-1,all,2016.20170123-2
texlive-latex-extra-doc,2016.20160819-1,all,2016.20170123-2
texlive-latex-recommended,2016.20160819-2,all,2016.20170123-2
texlive-latex-recommended-doc,2016.20160819-2,all,2016.20170123-2
texlive-pictures,2016.20160819-2,all,2016.20170123-2
texlive-pictures-doc,2016.20160819-2,all,2016.20170123-2
texlive-pstricks,2016.20160819-1,all,2016.20170123-2
texlive-pstricks-doc,2016.20160819-1,all,2016.20170123-2
thc-ipv6,2.7-1,amd64,3.0-1
tightvncserver,1.3.9-8,amd64,1:1.3.9-9
tmux,2.2-3,amd64,2.3-4
tor,0.2.8.7-1,amd64,0.2.9.9-1
tor-geoipdb,0.2.8.7-1,all,0.2.9.9-1
torsocks,2.1.0-2,amd64,2.2.0-1
totem,3.20.1-3,amd64,3.22.0-2+b1
totem-common,3.20.1-3,all,3.22.0-2
totem-plugins,3.20.1-3,amd64,3.22.0-2+b1
traceroute,1:2.1.0-1,amd64,1:2.1.0-2
tracker,1.8.0-4+b1,amd64,1.10.4-1
tracker-extract,1.8.0-4+b1,amd64,1.10.4-1
tracker-gui,1.8.0-4+b1,amd64,1.10.4-1
tracker-miner-fs,1.8.0-4+b1,amd64,1.10.4-1
tshark,2.2.0~rc1+g438c022-1,amd64,2.2.4+gcc3dc1b-1
tzdata,2016f-1,all,2016j-2
u3-tool,0.3-1.1,amd64,0.3-2
udev,231-4,amd64,232-15
udisks2,2.1.7-2,amd64,2.1.8-1
uhd-host,3.9.5-1,amd64,3.9.5-2+b1
uniscan,6.2-1kali0,all,6.3-0kali1
update-inetd,4.43,all,4.44
upower,0.99.4-3,amd64,0.99.4-4
usb-modeswitch,2.4.0+repack0-1,amd64,2.5.0+repack0-1
usb-modeswitch-data,20160803-1,all,20170120-1
util-linux,2.28.1-1,amd64,2.29.1-1
uuid-runtime,2.28.1-1,amd64,2.29.1-1
va-driver-all,1.7.1-2,amd64,1.7.3-2
vboot-kernel-utils,0~R52-8350.B-1,amd64,0~R52-8350.B-2
vboot-utils,0~R52-8350.B-1,amd64,0~R52-8350.B-2
veil-evasion,2.28.1-0kali1,amd64,2.28.2-0kali1
vim,2:7.4.1829-1,amd64,2:8.0.0197-2
vim-common,2:7.4.1829-1,amd64,2:8.0.0197-2
vim-gtk,2:7.4.1829-1,amd64,2:8.0.0197-2
vim-gui-common,2:7.4.1829-1,all,2:8.0.0197-2
vim-runtime,2:7.4.1829-1,all,2:8.0.0197-2
vim-tiny,2:7.4.1829-1,amd64,2:8.0.0197-2
vinetto,1:0.07-5,all,1:0.07-7
vino,3.20.2-1,amd64,3.22.0-1
vlc,2.2.4-3+b1,amd64,2.2.4-13
vlc-data,2.2.4-3,all,2.2.4-13
vlc-nox,2.2.4-3+b1,amd64,2.2.4-13
vlc-plugin-notify,2.2.4-3+b1,amd64,2.2.4-13
vlc-plugin-samba,2.2.4-3+b1,amd64,2.2.4-13
volatility,2.5-2,all,2.6-1
volatility-tools,2.5-2,all,2.6-1
vpnc,0.5.3r550-2+b1,amd64,0.5.3r550-3
vpnc-scripts,0.1~git20150318-1,all,0.1~git20160829-1
w3m,0.5.3-29,amd64,0.5.3-34
websploit,3.0.0-0kali2,all,3.0.0-1
wfuzz,2.1.3-1,all,2.1.4-1
whatweb,0.4.8~git20160525-1,all,0.4.8~git20161009-1
whiptail,0.52.18-3,amd64,0.52.19-1
whois,5.2.12,amd64,5.2.14
wine,1.8.5-1,all,1.8.6-5
wine32,1.8.5-1,i386,1.8.6-5
wine64,1.8.5-1,amd64,1.8.6-5
wireless-regdb,2015.07.20-1,all,2016.06.10-1
wireless-tools,30~pre9-11,amd64,30~pre9-12
wireshark,2.2.0~rc1+g438c022-1,amd64,2.2.4+gcc3dc1b-1
wireshark-common,2.2.0~rc1+g438c022-1,amd64,2.2.4+gcc3dc1b-1
wireshark-qt,2.2.0~rc1+g438c022-1,amd64,2.2.4+gcc3dc1b-1
wpasupplicant,2.5-2+v2.4-2,amd64,2.5-2+v2.4-3+b1
wpscan,2.9.1-0kali2,all,2.9.2-0kali1
x11-common,1:7.7+16,all,1:7.7+18
x11proto-core-dev,7.0.29-1,all,7.0.31-1
xbrlapi,5.3.1-3+b1,amd64,5.4-6
xdotool,1:3.20160512.1-1,amd64,1:3.20160805.1-3
xfonts-utils,1:7.7+3,amd64,1:7.7+4
xkb-data,2.17-1,all,2.19-1
xml-core,0.13+nmu2,all,0.17
xpdf,3.04-1+b1,amd64,3.04-4
xserver-common,2:1.18.4-1,all,2:1.19.1-4
xserver-xephyr,2:1.18.4-1,amd64,2:1.19.1-4
xserver-xorg,1:7.7+16,amd64,1:7.7+18
xserver-xorg-core,2:1.18.4-1,amd64,2:1.19.1-4
xserver-xorg-input-all,1:7.7+16,amd64,1:7.7+18
xserver-xorg-input-evdev,1:2.10.2-1,amd64,1:2.10.5-1
xserver-xorg-input-libinput,0.19.0-1,amd64,0.23.0-2
xserver-xorg-input-mouse,1:1.9.1-1+b1,amd64,1:1.9.2-1+b1
xserver-xorg-input-wacom,0.30.0-1+b1,amd64,0.34.0-1
xserver-xorg-legacy,2:1.18.4-1,amd64,2:1.19.1-4
xserver-xorg-video-all,1:7.7+16,amd64,1:7.7+18
xserver-xorg-video-amdgpu,1.1.0-1,amd64,1.2.0-1+b1
xserver-xorg-video-ati,1:7.7.0-1,amd64,1:7.8.0-1+b1
xserver-xorg-video-cirrus,1:1.5.3-1+b1,amd64,1:1.5.3-1+b2
xserver-xorg-video-fbdev,1:0.4.4-1+b4,amd64,1:0.4.4-1+b5
xserver-xorg-video-intel,2:2.99.917+git20160706-1,amd64,2:2.99.917+git20161206-1
xserver-xorg-video-mach64,6.9.5-1+b1,amd64,6.9.5-1+b2
xserver-xorg-video-mga,1:1.6.4-1+b2,amd64,1:1.6.5-1
xserver-xorg-video-neomagic,1:1.2.9-1+b1,amd64,1:1.2.9-1+b2
xserver-xorg-video-nouveau,1:1.0.12-2,amd64,1:1.0.13-1+b1
xserver-xorg-video-openchrome,1:0.3.3+git20160310-1,amd64,1:0.5.0-3
xserver-xorg-video-qxl,0.1.4-3+b1,amd64,0.1.4+20161126git4d7160c-1
xserver-xorg-video-r128,6.10.1-1,amd64,6.10.2-1
xserver-xorg-video-radeon,1:7.7.0-1,amd64,1:7.8.0-1+b1
xserver-xorg-video-savage,1:2.3.8-1+b1,amd64,1:2.3.9-1
xserver-xorg-video-sisusb,1:0.9.6-2+b4,amd64,1:0.9.7-1
xserver-xorg-video-tdfx,1:1.4.6-1+b2,amd64,1:1.4.7-1
xserver-xorg-video-trident,1:1.3.7-1+b2,amd64,1:1.3.8-1
xserver-xorg-video-vesa,1:2.3.4-1+b1,amd64,1:2.3.4-1+b2
xserver-xorg-video-vmware,1:13.1.0-2+b1,amd64,1:13.2.1-1+b1
xsltproc,1.1.29-1,amd64,1.1.29-2
xterm,325-1,amd64,327-2
xtightvncviewer,1.3.9-8,amd64,1:1.3.9-9
xvfb,2:1.18.4-1,amd64,2:1.19.1-4
xwayland,2:1.18.4-1,amd64,2:1.19.1-4
xz-utils,5.1.1alpha+20120614-2.1,amd64,5.2.2-1.2
yelp,3.20.1-1,amd64,3.22.0-1
yelp-xsl,3.20.1-1,all,3.20.1-2
yersinia,0.7.3-2,amd64,0.7.3-3
zeitgeist,0.9.16-0.1,all,0.9.16-0.2
zeitgeist-core,0.9.16-0.1,amd64,0.9.16-0.2
zeitgeist-datahub,0.9.16-0.1,amd64,0.9.16-0.2
zenity,3.20.0-1,amd64,3.22.0-1
zenity-common,3.20.0-1,all,3.22.0-1
zenmap,7.25~BETA2-0kali1,all,7.40-1kali1
zerofree,1.0.3-1,amd64,1.0.4-1
zim,0.65-3,all,0.65-4
zlib1g,1:1.2.8.dfsg-2+b1,amd64,1:1.2.8.dfsg-5
zlib1g-dev,1:1.2.8.dfsg-2+b1,amd64,1:1.2.8.dfsg-5
